cluster	status	loglr	df	p	p.adjust	genes
chr19:clu_2497_-	Success	0.0566718897508167	1	0.736368938562742	0.84382490353587	JOSD2
chr19:clu_2498_-	Not enough valid samples	NA	NA	NA	NA	ASPDH
chr19:clu_2499_-	Success	8.22095998337682	5	0.00568935273750839	0.0611188484690503	C19orf48
chr19:clu_2500_-	Success	2.49327417844074	3	0.17278479381447	0.403516902207279	C19orf48
chr19:clu_2501_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr19:clu_2502_-	Success	29.9355944006238	12	2.38272613252579e-08	1.7769638349875e-05	ETFB,ENSG00000269403
chr19:clu_2503_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr19:clu_2504_-	Success	0.961383217620039	1	0.165552010743226	0.395107427147966	ETFB,ENSG00000269403,CLDND2
chr19:clu_2505_-	Not enough valid samples	NA	NA	NA	NA	ZNF614
chr19:clu_2506_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF616,ENSG00000267827
chr19:clu_2507_-	Not enough valid samples	NA	NA	NA	NA	ZNF600
chr19:clu_2508_-	Success	2.38234212506629	1	0.0290493872126702	0.153315258382557	ZNF28
chr19:clu_2509_-	Success	4.13447452973932	2	0.0160110762641434	0.11010241954871	ZNF28,ZNF468
chr19:clu_2510_-	Not enough valid samples	NA	NA	NA	NA	ZNF468
chr19:clu_2511_-	Not enough valid samples	NA	NA	NA	NA	ZNF468
chr19:clu_2512_-	Not enough valid samples	NA	NA	NA	NA	ZNF816-ZNF321P,ZNF816,ENSG00000269082
chr19:clu_2513_-	Success	1.74060442471409	3	0.323207460438502	0.550605575285763	TFPT
chr19:clu_2514_-	Success	1.70640220296582	2	0.181517683010867	0.414073867480084	MBOAT7
chr19:clu_2515_-	Success	2.15301003887987	1	0.0379777127704964	0.17859483381779	MBOAT7
chr19:clu_2516_-	Success	0.183278437618526	1	0.544887074097526	0.716404216612077	PPP1R12C
chr19:clu_2517_-	Success	0.0225652182944032	1	0.831764364415489	0.905731268981619	PPP1R12C
chr19:clu_2518_-	Success	4.17312392730364	2	0.0154040637068526	0.108417242244805	TNNT1
chr19:clu_2519_-	Success	0.705208674420547	1	0.234987123322365	0.474265689211971	PTPRH
chr19:clu_2520_-	Success	1.42563305217385	1	0.0913020081011409	0.290030461513945	PTPRH
chr19:clu_2521_-	Success	0.0721996388566595	1	0.703946120625062	0.822796209062366	PPP6R1
chr19:clu_2522_-	Success	0.448002227825697	1	0.343855327481012	0.567232566708793	PPP6R1
chr19:clu_2523_-	Success	2.4901331420233	4	0.289328297828538	0.523683704340719	HSPBP1
chr19:clu_2524_-	Success	2.26083016146896	1	0.033468337053086	0.166312418108492	HSPBP1
chr19:clu_2525_-	Success	1.61421511460298	3	0.357728682061154	0.576158202412933	HSPBP1
chr19:clu_2526_-	Success	4.8199714619297	2	0.00806701735292303	0.0746909540481795	UBE2S
chr19:clu_2527_-	Success	4.00123559485473	4	0.0914877135390494	0.290136235401043	ISOC2
chr19:clu_2528_-	Success	0.450624189650171	2	0.637230274917052	0.779256750166602	ISOC2
chr19:clu_2529_-	Success	3.83707511658798	1	0.00560174669970717	0.0608844554413241	FIZ1
chr19:clu_2530_-	Success	1.57394195875077	2	0.207226691119103	0.443501334119458	ZNF787
chr19:clu_2531_-	Success	4.59772019045681	9	0.419432572433152	0.626467229970638	ZIM2,PEG3
chr19:clu_2532_-	Success	0.811496959648935	1	0.202674833109259	0.438571970057444	ZIM2,PEG3
chr19:clu_2533_-	Success	0.722409045297582	1	0.229361257192746	0.469126031325669	ZNF8-DT
chr19:clu_2534_-	Success	1.76148871944361	2	0.171788927844807	0.402390349228173	ENSG00000283103
chr19:clu_2535_-	Success	0.154149375308748	2	0.85714397530231	0.920045586029136	A1BG,ENSG00000268230
chr19:clu_2536_-	Not enough valid samples	NA	NA	NA	NA	NA
chr19:clu_2537_-	Success	1.35421823194429	4	0.607739148867043	0.758500392413232	SLC27A5
chr19:clu_2538_-	Success	0.131111610002989	1	0.608596870630003	0.759082292648639	ZBTB45
chr19:clu_2539_-	Success	1.61559569327574	5	0.664391579768721	0.79773455356195	CHMP2A
chr19:clu_2540_-	Success	0.967114733768994	1	0.164296461727065	0.394402247370325	UBE2M
chr19:clu_7496_+	Success	1.89421312669037	2	0.150436663080676	0.376577187856224	CDC34
chr19:clu_7497_+	Success	5.50346680054099	6	0.0881623772661433	0.284001166076118	CDC34
chr19:clu_7498_+	Success	1.14987293063245	1	0.129395168694461	0.346316672118851	BSG
chr19:clu_7499_+	Success	0.0012495758201112	1	0.960129149374125	0.979309096206974	BSG
chr19:clu_7500_+	Success	8.89485306754261	1	2.46714429150245e-05	0.00241605696021376	BSG
chr19:clu_7501_+	Success	0.113289623288438	1	0.634071948349135	0.776864342126231	PALM
chr19:clu_7502_+	Success	2.3204785143422	2	0.0982265715335412	0.301077018974923	PALM
chr19:clu_7503_+	Success	18.6276100950927	10	5.11187355262525e-05	0.00356688662405689	PTBP1
chr19:clu_7504_+	Success	0.0146294055648468	1	0.864182821831044	0.923426921376829	PTBP1
chr19:clu_7505_+	Success	2.65163517093697	3	0.150890324281007	0.377027229926728	PTBP1
chr19:clu_7506_+	Success	0.0145974766357995	2	0.985508549992225	0.993398356433211	KISS1R
chr19:clu_7507_+	Success	8.29049819438819	3	0.000861747439763404	0.0195201902535192	ARID3A
chr19:clu_7508_+	Success	0.780917388935279	1	0.211396775621734	0.448172258835057	ARID3A
chr19:clu_7509_+	Success	1.2059297681817	3	0.491430791974048	0.67877772360084	WDR18
chr19:clu_7510_+	Success	0.444849611420068	1	0.345558828665911	0.569083207731613	WDR18
chr19:clu_7511_+	Success	1.28052491926883	3	0.464358965824881	0.657796635545327	WDR18
chr19:clu_7512_+	Success	7.62801619634592	4	0.00419861071466264	0.0513310603766133	CNN2
chr19:clu_7513_+	Success	0.582839632755849	2	0.558310716062779	0.725871314500287	CNN2
chr19:clu_7514_+	Success	1.23769024088324	1	0.115641455963583	0.324974601468332	GPX4
chr19:clu_7515_+	Success	1.01623963120733	1	0.153969260171509	0.380701855996628	GPX4
chr19:clu_7516_+	Success	1.09228726751098	2	0.335448355447745	0.560074114012026	GPX4
chr19:clu_7517_+	Success	4.63234204616492	3	0.0259711027335458	0.14459661141556	GPX4
chr19:clu_7518_+	Success	2.99635252547159	4	0.199693727435931	0.435063075840752	GPX4
chr19:clu_7519_+	Success	0.880302594344158	1	0.184549047707501	0.416692673677082	STK11
chr19:clu_7520_+	Success	0.433527961310489	1	0.351771645146844	0.572603441856725	STK11
chr19:clu_7521_+	Success	2.48461801692957	2	0.0833573895430749	0.274896627374883	STK11
chr19:clu_7522_+	Success	0.62666137724591	2	0.534372895659549	0.708720276801549	ATP5F1D
chr19:clu_7523_+	Success	0.00289568950961439	1	0.939338656654222	0.967068947251002	ATP5F1D
chr19:clu_7524_+	Success	0.0207247101329813	1	0.838672886918203	0.90939868456235	ATP5F1D
chr19:clu_7525_+	Success	5.61215489052302	2	0.00365318864815066	0.0472235519250943	MIDN
chr19:clu_7526_+	Success	0.0566733863280433	1	0.736365587173529	0.84382490353587	MIDN
chr19:clu_7527_+	Success	5.40024738939007	3	0.0128550716525239	0.097215225952589	CIRBP
chr19:clu_7528_+	Success	6.41834669478885	5	0.0249581473062957	0.141254663242579	CIRBP
chr19:clu_7529_+	Success	5.09564136562221	4	0.0373259165449053	0.177145810347027	CIRBP,FAM174C
chr19:clu_7530_+	Success	0.0144438198302623	1	0.865038729916529	0.924239639248484	EFNA2
chr19:clu_7531_+	Success	0.0876310210784084	1	0.675476988379586	0.805306124242509	PWWP3A
chr19:clu_7532_+	Success	2.81008785802976	2	0.0601997031327156	0.230231211783699	PWWP3A
chr19:clu_7533_+	Success	1.13345238219335	1	0.132163627036344	0.350248762872556	NDUFS7
chr19:clu_7534_+	Success	0.818135695724266	1	0.20083781664793	0.436651346972363	NDUFS7
chr19:clu_7535_+	Success	33.8480128168594	8	1.41081360815943e-11	2.34317705225116e-08	DAZAP1
chr19:clu_7536_+	Success	3.09773997229604	1	0.0128076987261652	0.0969325832554034	DAZAP1
chr19:clu_7537_+	Success	1.6162114987992	3	0.357159388962768	0.575962060949102	DAZAP1
chr19:clu_7538_+	Success	2.98537310311303	4	0.20134364213388	0.43737992616804	DAZAP1
chr19:clu_7539_+	Success	6.53106125128761	3	0.00450416988774726	0.0539574741765112	RPS15
chr19:clu_7540_+	Success	1.14271915619884	2	0.318950565210308	0.548223676227105	RPS15
chr19:clu_7541_+	Success	0.189660579464089	1	0.537966764654571	0.711637028697785	RPS15
chr19:clu_7542_+	Success	0.0228346919678302	1	0.830777920465733	0.905108331271675	REEP6
chr19:clu_7543_+	Success	13.6999420860134	6	0.000121842041291713	0.00605773636063157	ADAT3,SCAMP4
chr19:clu_7544_+	Success	4.68879780147927	2	0.00919773701808605	0.080680060567584	SCAMP4
chr19:clu_7545_+	Success	3.59040539922492	1	0.00736873999643801	0.070872950660185	DOT1L
chr19:clu_7546_+	Success	0.456866130813012	2	0.633265109073954	0.776170067316306	DOT1L
chr19:clu_7547_+	Success	0.692457938155485	2	0.500344739993294	0.685246764423106	SF3A2
chr19:clu_7548_+	Success	13.7685014663439	8	0.00057078504604688	0.0147174495250652	OAZ1,ENSG00000273734
chr19:clu_7549_+	Success	3.32753065880024	3	0.0837438149727288	0.275592765159744	OAZ1
chr19:clu_7550_+	Success	3.98346275164317	1	0.0047639786393486	0.0557138394553494	OAZ1
chr19:clu_7551_+	Success	0.142319983448772	1	0.593676020252114	0.749633891162314	ENSG00000273734,SPPL2B
chr19:clu_7552_+	Not enough valid samples	NA	NA	NA	NA	SPPL2B
chr19:clu_7553_+	Success	0.456307138539074	1	0.339421724321579	0.56386114072956	TMPRSS9
chr19:clu_7554_+	Success	0.162741274433415	1	0.568331313431436	0.732046543584062	THOP1
chr19:clu_7555_+	Success	0.362410908100173	2	0.695996318550827	0.818397126543392	THOP1
chr19:clu_7556_+	Success	0.0501974784206709	1	0.751356184253538	0.851809974265526	THOP1
chr19:clu_7557_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF556
chr19:clu_7558_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000267469
chr19:clu_7559_+	Success	1.25299450086345	1	0.113414265349638	0.322354530215403	NCLN
chr19:clu_7560_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NCLN
chr19:clu_7561_+	Success	0.00573589306225131	1	0.914704550640793	0.952835808818518	NFIC
chr19:clu_7562_+	Success	9.43463269978065	4	0.000833812201731334	0.0191660733025332	NFIC
chr19:clu_7563_+	Success	1.01771315947525	1	0.153671092215167	0.380546932062846	FZR1
chr19:clu_7564_+	Success	1.05811006849342	3	0.548638295472459	0.71943768983407	HMG20B
chr19:clu_7565_+	Success	5.21723806428054	4	0.0337116333726311	0.166837307579203	HMG20B
chr19:clu_7566_+	Not enough valid samples	NA	NA	NA	NA	CREB3L3
chr19:clu_7567_+	Success	1.02939998350053	2	0.357221234913559	0.575962060949102	MPND
chr19:clu_7568_+	Success	1.36927401079902	3	0.433716159876236	0.635888327168606	MPND
chr19:clu_7569_+	Success	0.551954694862957	2	0.57582315104629	0.736155119539261	MPND
chr19:clu_7570_+	Success	0.811182927525124	2	0.444332142497786	0.643147226263964	CHAF1A
chr19:clu_7571_+	Success	0.231643425491541	1	0.496091852033305	0.682036958055499	CHAF1A
chr19:clu_7572_+	Success	0.0437313479265242	1	0.767427939312624	0.863274337075553	HDGFL2
chr19:clu_7573_+	Success	0.000755633381686494	1	0.968990036934344	0.984630375021325	HDGFL2
chr19:clu_7574_+	Success	2.77365621033573	3	0.135836037651718	0.355542760538177	UHRF1
chr19:clu_7575_+	Success	0.814982105801164	2	0.442647248108355	0.641858371284849	UHRF1
chr19:clu_7576_+	Success	0.00100365091930144	1	0.964264395846442	0.981783587243358	SAFB
chr19:clu_7577_+	Success	0.571811161666005	1	0.284888211517952	0.52035154991313	SAFB
chr19:clu_7578_+	Success	0.51286269286993	2	0.598779002587914	0.752939355394271	RPL36
chr19:clu_7579_+	Success	0.148440389075489	1	0.585844533005083	0.743612637276448	CLPP
chr19:clu_7580_+	Success	10.0737874719889	7	0.00525959127314199	0.0586469258653006	CLPP,ALKBH7
chr19:clu_7581_+	Success	1.13796067508414	1	0.131397017967329	0.349203423572711	TRIP10
chr19:clu_7582_+	Success	2.90538032018515	1	0.0159284032734794	0.109790726105958	ARHGEF18
chr19:clu_7583_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000268614,PNPLA6
chr19:clu_7584_+	Success	1.06043089934866	1	0.145304762060589	0.370036687201841	PNPLA6
chr19:clu_7585_+	Success	3.58321171879072	1	0.00742807243434568	0.0712316144915741	CAMSAP3
chr19:clu_7586_+	Success	6.95558684024667	2	0.000953294345249062	0.0207187554064019	CAMSAP3
chr19:clu_7587_+	Success	0.26607247442854	1	0.46570647187561	0.658839084318407	CAMSAP3
chr19:clu_7588_+	Success	0.504611030290107	3	0.79902050396329	0.882390225073938	PET100,ENSG00000268400
chr19:clu_7589_+	Success	1.925116317228	1	0.0497390914212604	0.206077133046632	PET100,ENSG00000268400
chr19:clu_7590_+	Success	2.46440371813401	2	0.0850595467183936	0.278167069619637	ENSG00000269711,TRAPPC5
chr19:clu_7591_+	Not enough valid samples	NA	NA	NA	NA	LRRC8E
chr19:clu_7592_+	Success	0.0388659877507962	2	0.961879604158635	0.980150654768853	MAP2K7
chr19:clu_7593_+	Success	16.0152881534668	16	0.00990854076630994	0.0843642406925578	CERS4
chr19:clu_7594_+	Success	7.86406209513189	7	0.027719704885782	0.149967934635969	CERS4
chr19:clu_7595_+	Success	2.50199252614402	3	0.171505571654018	0.402018016727684	RPS28
chr19:clu_7596_+	Success	0.242938313787818	1	0.485772434871772	0.674722601157855	RPS28
chr19:clu_7597_+	Success	5.06624278825166	2	0.00630606892248224	0.064562079326207	RAB11B
chr19:clu_7598_+	Success	3.28975821428594	2	0.0372628579338175	0.177145810347027	RAB11B
chr19:clu_7599_+	Success	2.31120955151118	3	0.201627272604982	0.437648682420329	MARCHF2
chr19:clu_7600_+	Success	2.26666269871299	1	0.0332409649966538	0.165712492992316	MARCHF2
chr19:clu_7601_+	Success	1.58862661822604	2	0.204205871860635	0.440537589605887	HNRNPM
chr19:clu_7602_+	Success	6.69342918900293	4	0.00953236358803718	0.0827889332511538	HNRNPM
chr19:clu_7603_+	Success	0.677499190029266	2	0.507885530716994	0.690015445670019	HNRNPM
chr19:clu_7604_+	Success	7.72406412639975	4	0.00385656291960362	0.048938975792614	HNRNPM
chr19:clu_7605_+	Success	0.39967097081292	1	0.371290191002001	0.588083385356052	ZNF317
chr19:clu_7606_+	Success	4.03012061431252	3	0.044782970040092	0.195572475017429	ZNF561-AS1
chr19:clu_7607_+	Success	0.356427636746048	2	0.700173136442941	0.820817928067024	UBL5
chr19:clu_7608_+	Success	0.055724440899894	1	0.738500595824678	0.844911199196155	UBL5
chr19:clu_7609_+	Success	1.59426614680262	1	0.0741565640750872	0.257502825468471	PIN1
chr19:clu_7610_+	Success	1.2374494582541	1	0.115676879800641	0.324974601468332	UBL5
chr19:clu_7611_+	Success	2.82467314299595	1	0.0174618805784952	0.115874696925743	SHFL
chr19:clu_7612_+	Success	0.578787583244491	1	0.281968997776065	0.517254386648809	PPAN-P2RY11,PPAN
chr19:clu_7613_+	Success	3.87950430077581	2	0.0206610643172902	0.12640940178841	MRPL4
chr19:clu_7614_+	Success	2.37805522681595	1	0.0291944496600146	0.153826189920566	MRPL4
chr19:clu_7615_+	Not enough valid samples	NA	NA	NA	NA	ICAM4
chr19:clu_7616_+	Success	0.641980770393332	1	0.257163751206933	0.493801261230187	ATG4D
chr19:clu_7617_+	Success	3.26854014282071	4	0.162468968103733	0.391241094328288	ATG4D
chr19:clu_7618_+	Success	1.73518748120506	1	0.062477146884931	0.234138360668499	ATG4D
chr19:clu_7619_+	Not enough valid samples	NA	NA	NA	NA	SLC44A2
chr19:clu_7620_+	Success	3.13363999373973	4	0.180057034397809	0.412176758147978	ILF3
chr19:clu_7621_+	Success	0.561485673290463	2	0.570361063880813	0.732761020885485	ILF3
chr19:clu_7622_+	Success	9.70853289686966	8	0.0127814712468944	0.0968096591708136	ILF3
chr19:clu_7623_+	Success	0.00622258719303659	1	0.911173921340464	0.951967695862433	QTRT1
chr19:clu_7624_+	Success	3.78990948806199	1	0.00590253675647824	0.0623174850492105	DNM2
chr19:clu_7625_+	Success	1.85508015324376	1	0.054082196597915	0.215485083061104	DNM2
chr19:clu_7626_+	Success	0.121854368999266	2	0.885277282932071	0.934901278003223	DNM2
chr19:clu_7627_+	Success	1.04075098022395	2	0.35318934412677	0.572913879542364	DNM2
chr19:clu_7628_+	Success	0.471230501256741	2	0.624233675180481	0.770153197088401	CARM1
chr19:clu_7629_+	Success	0.828639430967087	2	0.436642965256333	0.637346213212911	CARM1
chr19:clu_7630_+	Success	2.25532257364875	2	0.104839719750283	0.310501818137431	CARM1
chr19:clu_7631_+	Success	1.29601434666154	3	0.458888733997094	0.653773148582193	SMARCA4
chr19:clu_7632_+	Success	0.926656823627951	1	0.173398488903877	0.404182866254226	SMARCA4
chr19:clu_7633_+	Success	3.75452332775228	2	0.0234116076135065	0.136101796351922	SMARCA4
chr19:clu_7634_+	Success	3.99497895161824	2	0.0184078338617542	0.11985490214218	SMARCA4
chr19:clu_7635_+	Success	1.03490940341726	1	0.15023936974358	0.376277625849653	SMARCA4
chr19:clu_7636_+	Success	8.9368986164061	2	0.00013144807957978	0.00623074686921776	LDLR
chr19:clu_7637_+	Success	0.926904476568637	1	0.173341039654975	0.404170605929529	PLPPR2
chr19:clu_7638_+	Success	0.205107760842651	1	0.521860135337733	0.699783404163114	PLPPR2
chr19:clu_7639_+	Success	2.83335250794698	4	0.225459945930297	0.463651177661144	PRKCSH
chr19:clu_7640_+	Success	0.245024575031039	1	0.48390538055072	0.673286834735825	PRKCSH
chr19:clu_7641_+	Success	0.607351901401273	1	0.270402542639357	0.506406258328469	PRKCSH
chr19:clu_7642_+	Success	3.72641804086015	7	0.383299148705668	0.597922002687281	PRKCSH
chr19:clu_7643_+	Not enough valid samples	NA	NA	NA	NA	ZNF627
chr19:clu_7644_+	Not enough valid samples	NA	NA	NA	NA	ZNF791
chr19:clu_7645_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CALR
chr19:clu_7646_+	Success	3.35034316271776	2	0.0350723165240827	0.17121385776206	CALR
chr19:clu_7647_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CALR
chr19:clu_7648_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CALR
chr19:clu_7649_+	Success	0.123936058803451	1	0.618577386145863	0.767007500936613	CALR
chr19:clu_7650_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr19:clu_7651_+	Success	0.0928088590385414	1	0.666589259277223	0.798963050809788	CALR
chr19:clu_7652_+	Success	1.84702240930756	1	0.0546070403239032	0.216441233009093	RAD23A
chr19:clu_7653_+	Success	0.00023463611634611	1	0.982717024107696	0.99130595658351	NACC1
chr19:clu_7654_+	Success	2.32994895301417	1	0.030875027282214	0.158881841561075	YJU2B
chr19:clu_7655_+	Success	4.44967410390745	6	0.179318288736162	0.411185148840371	C19orf53
chr19:clu_7656_+	Success	3.86146674136057	1	0.0054523732062242	0.0600008606519224	CC2D1A
chr19:clu_7657_+	Success	0.203388673777681	1	0.523609745134695	0.701062902787027	CC2D1A
chr19:clu_7658_+	Success	2.92163019669874	2	0.0538458364079409	0.215031351668718	DCAF15
chr19:clu_7659_+	Success	2.24152769055587	2	0.106295992892758	0.312474121011308	PKN1
chr19:clu_7660_+	Success	0.87049887159543	1	0.187012455732753	0.419890170988661	PKN1
chr19:clu_7661_+	Success	2.28996676492366	1	0.0323484696619721	0.163003333353856	PKN1
chr19:clu_7662_+	Success	0.804488366427449	1	0.204635701584504	0.440948529809686	PKN1
chr19:clu_7663_+	Success	20.8081221535608	5	7.04329717968813e-08	4.0782511488512e-05	TECR
chr19:clu_7664_+	Success	0.894178352890776	2	0.408943467857168	0.618133289815286	TECR
chr19:clu_7665_+	Success	0.0734462081218226	2	0.929186127114166	0.961620356786064	TECR
chr19:clu_7666_+	Success	0.706726585013598	2	0.493256189865551	0.679476450197622	TECR
chr19:clu_7667_+	Success	4.69721666580699	3	0.0244813422189412	0.139404530443056	TECR
chr19:clu_7668_+	Success	0.701414146384195	2	0.495883555783759	0.68197657538969	TECR
chr19:clu_7669_+	Success	0.161784049513329	1	0.569471197212122	0.732046543584062	TPM4
chr19:clu_7670_+	Success	2.96974736027551	2	0.0513162732235088	0.209920366625282	TPM4
chr19:clu_7671_+	Success	1.56056672133491	2	0.210017016344631	0.446672511463644	FAM32A
chr19:clu_7672_+	Success	0.487938287447264	2	0.613890756639552	0.763426229556241	AP1M1
chr19:clu_7673_+	Not enough valid samples	NA	NA	NA	NA	SIN3B
chr19:clu_7674_+	Success	2.37420032550263	1	0.0293255381826095	0.154119625070626	MYO9B
chr19:clu_7675_+	Success	1.04981894638149	1	0.147334027456754	0.372564509318745	MYO9B
chr19:clu_7676_+	Success	0.229892895503326	1	0.497724101038434	0.683295831148062	MYO9B
chr19:clu_7677_+	Success	0.0843753755189027	2	0.919086188879217	0.955553951869599	USE1
chr19:clu_7678_+	Success	1.78183519454868	1	0.0590570186906965	0.227385939716562	OCEL1
chr19:clu_7679_+	Success	6.22458341611116	2	0.00198014854153737	0.0330366308705947	OCEL1
chr19:clu_7680_+	Success	0.70751937610396	1	0.234221729349077	0.473731985162642	OCEL1
chr19:clu_7681_+	Success	2.1010318903086	3	0.240455342861942	0.478864905528938	BABAM1,ENSG00000269307
chr19:clu_7682_+	Success	0.497128872432768	4	0.910665449459889	0.951809650625002	BABAM1,ENSG00000269307
chr19:clu_7683_+	Success	0.862429975845828	1	0.189068662561321	0.421836408009633	DDA1
chr19:clu_7684_+	Success	1.24866766438299	2	0.2868867718084	0.521816550506894	DDA1
chr19:clu_7685_+	Success	0.291751290257224	1	0.444942686812973	0.643407960449962	GTPBP3
chr19:clu_7686_+	Success	0.652500641600227	1	0.253301698557233	0.490465342023642	GTPBP3
chr19:clu_7687_+	Success	3.41043230396053	4	0.145662993197382	0.370462413181693	BISPR,MVB12A
chr19:clu_7688_+	Success	1.92651674995068	2	0.145654667520215	0.370462413181693	MVB12A
chr19:clu_7689_+	Success	0.370750217266846	1	0.389180658991116	0.602155520095575	PGLS
chr19:clu_7690_+	Success	0.0526344121902582	1	0.745596178620799	0.849201383767679	PGLS
chr19:clu_7691_+	Success	0.820510425481189	3	0.650124794696503	0.787869985572825	COLGALT1
chr19:clu_7692_+	Success	3.03111267221732	1	0.0138103552872804	0.100670221436228	B3GNT3
chr19:clu_7693_+	Success	2.17446512362221	5	0.500346760737614	0.685246764423106	RPL18A
chr19:clu_7694_+	Success	2.17185394608691	2	0.113966133864409	0.323124546657565	CCDC124
chr19:clu_7695_+	Success	2.75180384145528	2	0.0638126494236505	0.236945092363957	CCDC124
chr19:clu_7696_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAST3
chr19:clu_7697_+	Not enough valid samples	NA	NA	NA	NA	MAST3
chr19:clu_7698_+	Not enough valid samples	NA	NA	NA	NA	MAST3
chr19:clu_7699_+	Success	0.166741252604709	1	0.563615622695592	0.729053163713644	MAST3
chr19:clu_7700_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000268173,IFI30
chr19:clu_7701_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000268173,IFI30
chr19:clu_7702_+	Success	5.22858833165947	1	0.00122173865735558	0.0244221779032214	ENSG00000268173,IFI30
chr19:clu_7703_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr19:clu_7704_+	Success	0.0572456555966596	1	0.73508765854814	0.843150485899949	PGPEP1
chr19:clu_7705_+	Success	0.32298150512338	3	0.885834185113173	0.934918617969977	PGPEP1
chr19:clu_7706_+	Success	3.30033226164551	5	0.25207289167659	0.489164470380435	GDF15
chr19:clu_7707_+	Success	0.19860661408137	1	0.528531982594039	0.704315127167197	SSBP4
chr19:clu_7708_+	Success	0.47606691821079	2	0.621221909797793	0.768485724504148	SSBP4
chr19:clu_7709_+	Success	0.19261845610049	1	0.534813769694314	0.709207973900476	SSBP4
chr19:clu_7710_+	Success	10.9208094882051	8	0.00521787314653539	0.0585190842160676	UBA52
chr19:clu_7711_+	Success	2.42627246630218	3	0.182918478173731	0.415412191589206	REX1BD
chr19:clu_7712_+	Not enough valid samples	NA	NA	NA	NA	CRTC1
chr19:clu_7713_+	Success	1.63493002856643	1	0.0705636427811496	0.250499639971895	UPF1
chr19:clu_7714_+	Success	0.00264558095176426	1	0.942012720404521	0.968998761201256	DDX49
chr19:clu_7715_+	Success	2.39890488554431	2	0.0908173542492301	0.288869504411511	DDX49
chr19:clu_7716_+	Success	5.54262002862151	4	0.0256225532917336	0.143756165603795	ARMC6
chr19:clu_7717_+	Success	2.0086887508555	1	0.0450336874213043	0.196032312355736	ARMC6
chr19:clu_7718_+	Success	1.34571962424144	1	0.100888648817096	0.304497064130866	ARMC6
chr19:clu_7719_+	Success	0.0448008588662105	1	0.764684100882041	0.861703911708813	RFXANK
chr19:clu_7720_+	Success	0.21297635816336	2	0.80817524373772	0.888855245381418	RFXANK
chr19:clu_7721_+	Success	1.29536137688046	2	0.27379890185812	0.50949718877437	RFXANK
chr19:clu_7722_+	Success	7.78353037215606	5	0.00819523638410813	0.0751237695387997	GATAD2A
chr19:clu_7723_+	Success	1.76787880659458	2	0.170694681512484	0.401378835135467	GATAD2A
chr19:clu_7724_+	Success	0.509146192162547	1	0.312924403083977	0.543100876137502	GATAD2A
chr19:clu_7725_+	Success	1.68979791171478	2	0.184556816995296	0.416692673677082	GATAD2A
chr19:clu_7726_+	Success	8.45837662504346	7	0.017940931752594	0.118083729356007	NDUFA13,ENSG00000258674
chr19:clu_7727_+	Success	0.458840799325685	1	0.338084445967131	0.562533270677021	NDUFA13,ENSG00000258674,YJEFN3
chr19:clu_7728_+	Not enough valid samples	NA	NA	NA	NA	ZNF101
chr19:clu_7729_+	Not enough valid samples	NA	NA	NA	NA	ZNF253
chr19:clu_7730_+	Not enough valid samples	NA	NA	NA	NA	ZNF714
chr19:clu_7731_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000268362,ZNF254
chr19:clu_7732_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000267575
chr19:clu_7733_+	Success	3.37933844471831	2	0.0340699864602763	0.16818152684948	POP4
chr19:clu_7734_+	Success	0.694023945810841	2	0.499561809497726	0.685118210453267	CCNE1
chr19:clu_7735_+	Success	0.694257427327102	1	0.23865606527878	0.476774239192522	CCNE1
chr19:clu_7736_+	Success	3.19597515781112	2	0.0409265960207436	0.186663633635616	URI1
chr19:clu_7737_+	Success	0.0372999710554609	1	0.784753363579027	0.873800833800238	URI1
chr19:clu_7738_+	Success	3.79564595675672	2	0.0224683875214129	0.132662007929414	ZNF507
chr19:clu_7739_+	Success	0.155778964489571	1	0.57672574773665	0.736189088124664	PDCD5
chr19:clu_7740_+	Success	0.000181636936986251	1	0.984793444542917	0.992929683124042	PDCD5
chr19:clu_7741_+	Success	0.838682511417232	1	0.195274947221858	0.429566219998642	LRP3
chr19:clu_7742_+	Success	3.0886035505564	2	0.0455655399702134	0.19686181373049	LRP3
chr19:clu_7743_+	Success	0.245494508087631	1	0.483486458415997	0.672993713473524	LRP3
