# {
#     "changing_threshold": 0.2,
#     "command": "/home/wanglab/anaconda3/envs/voila/bin/voila tsv majiq_splicing/build_simplified/splicegraph.sql majiq_splicing/deltapsi_simplified/ctrl_trt.deltapsi.voila --changing-between-group-dpsi 0.1 -f majiq_splicing/voilaOutput_simplified/3vs3_filtedtbl_noProbThreshold.tsv",
#     "group_sizes": {
#         "ctrl": 3,
#         "trt": 3
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.4.dev3+g85d07819"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	ctrl_mean_psi	trt_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
SENP5	ENSG00000119231.11	ENSG00000119231.11:t:196899666-196899771	0.2018;-0.2018	5.106e-01;5.106e-01	2.244e-05;2.244e-05	0.3143;0.6857	0.5709;0.4291	t|1e1.1o1|1e2.1o1	2	3	0;0	chr3	+	196868073-196899666;196886694-196899666	196867856-196868073;196885151-196886694;196899666-196899771		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A196899771-196867856
NEDD8	ENSG00000129559.13	ENSG00000129559.13:s:24231652-24232002	0.2855;-0.2855	8.536e-01;8.536e-01	2.926e-06;2.926e-06	0.3962;0.6038	0.7024;0.2976	s|1e1.1o1|1e2.2o2	2	3	0;0	chr14	-	24228712-24231652;24218431-24231652	24218384-24218726;24226605-24228712;24231652-24232002		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A24232002-24218384
ANKHD1	ENSG00000131503.21	ENSG00000131503.21:s:140464667-140465173	0.2894;-0.2894	9.312e-01;9.312e-01	1.011e-07;1.011e-07	0.6524;0.3476	0.9478;0.0522	s|1e1.1o1|1e2.1o1	2	3	0;0	chr5	+	140464776-140472239;140464776-140482580	140464667-140465173;140472239-140472477;140482580-140482667		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A140482667-140464667
NUP210	ENSG00000132182.12	ENSG00000132182.12:s:13420060-13420322	0.3551;-0.3551	9.938e-01;9.938e-01	1.053e-09;1.051e-09	0.2990;0.7010	0.6605;0.3395	s|1e1.1o1|1e2.1o1	2	3	1;0	chr3	-	13414112-13420060;13399861-13420060	na-13414112;13399725-13399861;13420060-13420322		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A13420322-13399725
SCLY	ENSG00000132330.18	ENSG00000132330.18:s:238082045-238082221	0.0000;0.0059;-0.2542;0.2259	5.348e-21;6.464e-21;8.167e-01;6.791e-01	1.726e-01;1.036e-02;1.487e-07;3.946e-07	0.0013;0.0211;0.8963;0.0805	0.0084;0.0420;0.6341;0.3161	s|1e1.1o2|1e1.2o2|1e2.2o2|1e3.1o1	4	4	0;0;0;0	chr2	+	238082209-238082723;238082209-238082993;238082209-238083248;238082209-238091218	238082045-238082221;238082723-238083246;238083246-238083354;238091218-238092083		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A238092083-238082045
UNK	ENSG00000132478.10	ENSG00000132478.10:t:75792313-75792636	-0.2384;0.2384	7.264e-01;7.264e-01	2.190e-06;2.190e-06	0.3730;0.6270	0.1167;0.8833	t|1e1.1o1|1e2.1o2	2	3	0;0	chr17	+	75784984-75792313;75792019-75792313	75784806-75784984;75791760-75792165;75792313-75792636		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A75792636-75784806
EPC2	ENSG00000135999.12	ENSG00000135999.12:s:148690214-148690373	0.2427;0.1161;-0.4120	7.647e-01;1.483e-01;9.940e-01	8.586e-07;3.203e-05;2.111e-07	0.0473;0.1755;0.7773	0.3009;0.3305;0.3653	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr2	+	148690373-148691542;148690373-148691621;148690373-148743622	148690214-148690373;148691542-148692833;148743622-148743767		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A148743767-148690214
RABGGTB	ENSG00000137955.16	ENSG00000137955.16:t:75787496-75788783	-0.2421;0.0117;0.1547;0.0513;-0.0056	7.089e-01;1.765e-04;2.188e-01;2.438e-03;3.596e-08	5.515e-06;3.289e-04;9.792e-06;1.171e-04;3.553e-03	0.6483;0.1496;0.0830;0.0686;0.0526	0.3805;0.1746;0.2556;0.1460;0.0423	t|1e1.1o1|1e2.1o4|1e2.2o4|1e2.3o4|1e2.4o4	5	3	0;0;0;0;0	chr1	+	75786274-75787497;75786797-75787497;75786865-75787497;75786916-75787497;75786965-75787497	75786197-75786274;75786699-75786965;75787496-75788783		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A75788783-75786197
CUL4A	ENSG00000139842.15	ENSG00000139842.15:s:113229446-113229519	0.3567;-0.3567	9.946e-01;9.946e-01	2.241e-09;2.233e-09	0.5184;0.4816	0.8778;0.1222	s|1e1.1o1|1e2.2o2	2	3	0;0	chr13	+	113229519-113229642;113229519-113233177	113229446-113229519;113229642-113230212;113233153-113233339		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A113233339-113229446
CAST	ENSG00000153113.24	ENSG00000153113.24:t:96722639-96722718	-0.2118;0.2118	5.872e-01;5.872e-01	6.428e-07;6.427e-07	0.3377;0.6623	0.1174;0.8826	t|1e1.1o2|1e2.1o1	2	3	0;0	chr5	+	96695907-96722639;96702915-96722639	96695785-96696294;96702781-96702915;96722639-96722718		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A96722718-96695785
HKDC1	ENSG00000156510.13	ENSG00000156510.13:s:69261139-69261637	0.3012;-0.3012	9.395e-01;9.395e-01	1.546e-07;1.546e-07	0.1629;0.8371	0.4682;0.5318	s|1e1.1o1|1e2.1o1	2	3	1;0	chr10	+	69261294-69262058;69261294-69265585	69261139-69261637;69262058-na;69265585-69265818		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A69265818-69261139
CDKAL1	ENSG00000145996.11	ENSG00000145996.11:s:20548593-20548705	-0.0153;0.2243;-0.1814	7.420e-05;6.091e-01;4.350e-01	3.875e-04;1.149e-05;2.140e-05	0.0848;0.1982;0.7172	0.0543;0.4583;0.4884	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr6	+	20548705-20558542;20548705-20599369;20548705-20649293	20548593-20548705;20558542-20559672;20599369-na;20649293-20649377		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A20649377-20548593
UHRF2	ENSG00000147854.17	ENSG00000147854.17:s:6420912-6421142	0.2073;-0.2008;-0.0002	5.402e-01;5.130e-01;8.002e-08	1.432e-05;1.583e-05;4.719e-03	0.2791;0.6961;0.0242	0.5274;0.4514;0.0198	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr9	+	6421142-6422635;6421142-6433914;6421142-6460573	6420912-6421142;6422635-6422979;6433914-6434025;6460573-6460791		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A6460791-6420912
NR6A1	ENSG00000148200.17	ENSG00000148200.17:t:124554328-124554570	-0.2332;0.2090;0.0050	6.510e-01;5.516e-01;4.130e-07	1.014e-05;1.300e-05;2.279e-03	0.7598;0.2211;0.0192	0.4901;0.4695;0.0405	t|1e1.1o1|1e2.1o1|2e3.1o1	3	4	0;0;0	chr9	-	124554570-124733308;124554570-124595749;124554558-124733308	124554328-124554570;124595749-124595808;124733308-124733349		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A124733349-124554328
LTO1	ENSG00000149716.13	ENSG00000149716.13:s:69671378-69671922	0.4031;-0.4031	9.989e-01;9.989e-01	8.086e-10;8.087e-10	0.0303;0.9697	0.4298;0.5702	s|1e1.1o1|1e2.1o1	2	3	1;0	chr11	-	69671216-69671749;69668012-69671749	na-69671216;69667609-69668012;69671378-69671922		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A69671922-69667609
ARL14EP	ENSG00000152219.5	ENSG00000152219.5:t:30332866-30332993	0.2753;-0.2619;-0.0003	8.270e-01;7.813e-01;5.404e-21	2.846e-06;3.837e-06;1.433e-02	0.2506;0.7358;0.0139	0.5500;0.4472;0.0028	t|1e1.1o1|1e2.1o2|1e3.1o1	3	4	1;0;0	chr11	+	30323202-30332866;30331374-30332866;30331800-30332866	30323104-30323202;30328036-30331402;30331644-30331800;30332866-30332993		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A30332993-30323104
ENAH	ENSG00000154380.18	ENSG00000154380.18:s:225507951-225508017	-0.2837;0.2837	8.989e-01;8.989e-01	3.326e-07;3.326e-07	0.4758;0.5242	0.1823;0.8177	s|1e1.1o1|1e2.2o2	2	3	0;0	chr1	-	225505053-225507951;225501070-225507951	225500992-225501256;225504991-225505053;225507951-225508017		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A225508017-225500992
ENAH	ENSG00000154380.18	ENSG00000154380.18:t:225500992-225501256	0.3137;-0.3137	9.599e-01;9.599e-01	4.653e-08;4.653e-08	0.3258;0.6742	0.6435;0.3565	t|1e1.1o1|1e2.1o1	2	3	0;0	chr1	-	225501070-225507951;225501070-225504991	225500992-225501256;225504991-225505053;225507951-225508017		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A225508017-225500992
FBRS	ENSG00000156860.16	ENSG00000156860.16:t:30666919-30666990	-0.0001;0.3295;-0.3277	2.127e-07;9.125e-01;9.053e-01	2.952e-03;3.138e-06;3.658e-06	0.0208;0.1590;0.8199	0.0201;0.5065;0.4735	t|1e1.3o3|1e2.1o1|1e3.1o1	3	4	0;1;0	chr16	+	30662859-30666919;30665706-30666919;30666541-30666919	30662559-30662859;30665638-30665706;30665975-30666541;30666919-30666990		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A30666990-30662559
PRXL2C	ENSG00000158122.12	ENSG00000158122.12:s:96651390-96651495	-0.2092;0.2092	5.564e-01;5.564e-01	7.789e-06;7.789e-06	0.7953;0.2047	0.5618;0.4382	s|1e1.1o1|1e2.1o1	2	3	0;0	chr9	-	96646024-96651390;96641886-96651390	96639577-96641886;96645893-96646024;96651390-96651495		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A96651495-96639577
ELP6	ENSG00000163832.16	ENSG00000163832.16:t:47511148-47511226	0.2347;-0.0007;-0.0000;-0.0115;-0.1718;-0.0000	7.300e-01;6.891e-21;5.346e-21;7.665e-21;2.959e-01;5.345e-21	2.132e-07;5.262e-02;4.752e-01;3.996e-02;2.810e-06;5.267e-01	0.6308;0.0416;0.0148;0.0492;0.2585;0.0041	0.8705;0.0403;0.0056;0.0008;0.0819;0.0008	t|1e1.1o1|1e2.1o5|1e2.3o5|1e2.4o5|1e2.5o5|1e3.1o1	6	4	0;0;0;0;0;0	chr3	-	47511226-47513537;47511226-47513321;47511226-47513223;47511226-47513191;47511226-47512992;47511226-47511312	47511148-47511226;47511312-47511378;47512992-47513413;47513537-47513712		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A47513712-47511148
ARHGEF3	ENSG00000163947.12	ENSG00000163947.12:t:56773709-56773816	-0.1972;0.2095;-0.0003	4.979e-01;5.551e-01;5.414e-21	1.267e-05;1.071e-05;1.323e-02	0.4829;0.5031;0.0144	0.2489;0.7474;0.0038	t|1e1.1o1|1e2.1o1|1e3.1o2	3	4	0;0;0	chr3	-	56773816-56882292;56773816-56801703;56773816-56775105	56773709-56773816;56775000-56775657;56801703-56801949;56882292-56882354		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A56882354-56773709
MELTF	ENSG00000163975.13	ENSG00000163975.13:s:197024303-197024485	0.2117;-0.2117	5.695e-01;5.695e-01	3.758e-06;3.758e-06	0.1174;0.8826	0.3463;0.6537	s|1e1.1o1|1e2.1o2	2	3	0;0	chr3	-	197023910-197024303;197023113-197024303	197022957-197023113;197023854-197023910;197024303-197024485		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A197024485-197022957
ITGA2	ENSG00000164171.11	ENSG00000164171.11:s:52989340-52989532	0.3587;0.2661;-0.6629	9.978e-01;8.127e-01;1.000e+00	1.160e-09;2.459e-06;2.817e-11	0.0178;0.0993;0.8828	0.3784;0.3759;0.2336	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;1;0	chr5	+	52989532-53001515;52989532-53003830;52989532-53026748	52989340-52989532;53001515-na;53003830-na;53026748-53026868		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A53026868-52989340
SEMA4C	ENSG00000168758.11	ENSG00000168758.11:t:96867778-96867926	0.0463;0.0691;0.0221;-0.2127	6.142e-03;1.377e-02;1.541e-03;5.913e-01	9.978e-05;6.229e-05;1.904e-04;1.535e-06	0.2010;0.1473;0.3053;0.3482	0.2800;0.2460;0.3556;0.1208	t|1e1.1o1|1e2.1o1|2e3.1o1|2e4.1o1	4	5	1;0;0;1	chr2	-	96867926-96869876;96867926-96868416;96867923-96869876;96867923-96868416	96867778-96867926;96868416-96868588;96869876-96870080		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A96870080-96867778
ZSCAN2	ENSG00000176371.14	ENSG00000176371.14:s:84603820-84604333	0.0001;0.2851;-0.0238;-0.2532	5.369e-21;8.906e-01;1.077e-03;8.327e-01	9.511e-02;5.502e-07;1.894e-04;8.173e-08	0.0017;0.3996;0.2678;0.3329	0.0155;0.6994;0.2199;0.0692	s|1e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1	4	5	0;0;0;0	chr15	+	84604200-84620602;84604333-84606529;84604333-84616309;84604333-84620602	84603820-84604333;84606529-84606889;84616309-84616614;84620602-84622394		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A84622394-84603820
ANKLE2	ENSG00000176915.15	ENSG00000176915.15:s:132734385-132734575	0.1681;-0.2210;0.0227	2.930e-01;6.296e-01;6.377e-06	6.307e-06;1.135e-06;8.094e-04	0.0493;0.9401;0.0104	0.2326;0.7022;0.0654	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr12	-	132734071-132734385;132730270-132734385;132728163-132734385	132728032-132728163;132729679-132730270;132733996-132734071;132734385-132734575		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A132734575-132728032
GK	ENSG00000198814.14	ENSG00000198814.14:s:30665511-30665584	0.2455;-0.2455	7.759e-01;7.759e-01	3.208e-07;3.208e-07	0.0794;0.9206	0.3357;0.6643	s|1e1.1o1|1e2.1o1	2	3	1;0	chrX	+	30665584-30666098;30665584-30668012	30665511-30665584;30666098-na;30668012-30668118		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A30668118-30665511
BRD2	ENSG00000204256.14	ENSG00000204256.14:s:32974462-32974765	-0.5615;0.5615	1.000e+00;1.000e+00	0.000e+00;1.358e-16	0.6170;0.3830	0.0627;0.9373	s|1e1.1o1|1e2.1o1	2	3	0;0	chr6	+	32974765-32975021;32974765-32975384	32974462-32974765;32975021-32975112;32975384-32975521		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A32975521-32974462
LINC00339	ENSG00000218510.9	ENSG00000218510.9:t:22030280-22031223	0.3063;-0.2334;0.0003;0.0368;-0.1261	9.671e-01;6.651e-01;5.391e-21;3.315e-03;4.644e-02	8.953e-10;5.496e-06;1.263e-02;1.355e-04;1.329e-05	0.0206;0.6935;0.0059;0.1095;0.1680	0.3370;0.4389;0.0130;0.1773;0.0347	t|1e1.1o1|1e2.2o5|1e2.3o5|1e3.1o1|2e4.1o5	5	5	0;0;0;0;1	chr1	+	22025372-22030280;22025643-22030280;22025945-22030280;22027534-22030280;22025639-22030283	22025188-22025372;22025493-22026649;22027414-22027534;22030280-22031223		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A22031223-22025188
UGT1A10	ENSG00000242515.6	ENSG00000242515.6:s:233768220-233768439	0.2829;-0.2829	9.479e-01;9.479e-01	4.696e-11;4.696e-11	0.4303;0.5697	0.7191;0.2809	s|1e1.1o1|1e2.1o1	2	3	0;0	chr2	+	233768439-233769531;233768439-233772262	233768220-233768439;233769531-233770279;233772262-233773300		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A233773300-233768220
SUB1	ENSG00000113387.12	ENSG00000113387.12:s:32531633-32531916	0.0542;0.1260;-0.2317	5.502e-03;1.976e-01;6.640e-01	9.132e-05;3.088e-05;5.417e-06	0.0768;0.4352;0.4885	0.1622;0.6065;0.2332	s|1e1.1o1|1e2.1o1|1e3.1o2	3	4	0;0;0	chr5	+	32531916-32536638;32531916-32571091;32531916-32588512	32531633-32531916;32536638-32536695;32571091-32571174;32588512-32588584		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A32588584-32531633
DOCK7	ENSG00000116641.18	ENSG00000116641.18:s:62688227-62688386	0.2430;-0.2430	7.879e-01;7.879e-01	4.555e-08;4.556e-08	0.6320;0.3680	0.8781;0.1219	s|1e1.1o1|1e2.1o2	2	3	0;0	chr1	-	62687656-62688227;62663130-62688227	62663025-62663130;62687591-62687656;62688227-62688386		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A62688386-62663025
NCAPH	ENSG00000121152.10	ENSG00000121152.10:s:96335766-96335848	0.0000;0.2799;-0.2056;-0.0477	5.346e-21;8.800e-01;5.435e-01;2.090e-06	6.891e-02;6.779e-07;4.753e-06;3.660e-04	0.0070;0.4911;0.4201;0.0857	0.0024;0.7858;0.1906;0.0214	s|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4	4	2	0;0;0;0	chr2	+	96335848-96341392;96335848-96341642;96335848-96341675;96335848-96341714	96335766-96335848;96341392-96341894		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A96341894-96335766
LRRFIP1	ENSG00000124831.19	ENSG00000124831.19:s:237627587-237627740	0.4188;-0.4188	9.957e-01;9.957e-01	1.303e-07;1.304e-07	0.2385;0.7615	0.6557;0.3443	s|1e1.1o1|1e2.1o1	2	3	1;0	chr2	+	237627740-237644711;237627740-237708544	237627587-237627740;237644711-na;237708544-237708630		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A237708630-237627587
DHX34	ENSG00000134815.19	ENSG00000134815.19:t:47377100-47377206	-0.2574;0.2574	7.890e-01;7.890e-01	1.335e-06;1.335e-06	0.9155;0.0845	0.6365;0.3635	t|1e1.1o1|1e2.1o1	2	3	0;0	chr19	+	47376560-47377100;47376989-47377100	47376443-47376560;47376915-47376989;47377100-47377206		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A47377206-47376443
HS6ST1	ENSG00000136720.7	ENSG00000136720.7:s:128318037-128318868	0.2106;-0.2291;0.0003	5.897e-01;7.203e-01;5.391e-21	1.840e-07;4.339e-08;1.226e-01	0.0331;0.9653;0.0015	0.2460;0.7342;0.0200	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr2	-	128289793-128318037;128268870-128318037;128246525-128318037	128246457-128246525;128265480-128268870;128289645-128289793;128318037-128318868		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A128318868-128246457
INTS14	ENSG00000138614.16	ENSG00000138614.16:s:65610686-65611289	0.2113;-0.0064;-0.0001;-0.1110;0.0000;-0.0282;-0.0001;-0.0000	5.695e-01;9.892e-09;5.357e-21;1.017e-01;5.655e-21;9.852e-05;5.357e-21;5.346e-21	6.923e-06;3.624e-03;1.778e-01;3.085e-05;3.765e-02;2.921e-04;1.778e-01;2.603e-01	0.4103;0.0569;0.0133;0.3460;0.0258;0.1265;0.0133;0.0070	0.6458;0.0471;0.0010;0.2043;0.0241;0.0770;0.0010;0.0010	s|1e1.1o3|1e1.2o3|1e2.1o2|2e3.1o3|2e3.2o3|3e3.1o3|3e3.2o3|3e4.1o2	8	5	0;0;0;0;0;0;0;0	chr15	-	65607442-65611098;65607425-65611098;65605236-65611098;65607442-65610796;65607425-65610796;65607442-65610686;65607425-65610686;65605236-65610686	65605129-65605236;65607159-65607442;65610686-65611289		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A65611289-65605129
SLC30A5	ENSG00000145740.20	ENSG00000145740.20:t:69102572-69103128	0.2566;-0.2566	7.641e-01;7.641e-01	3.740e-06;3.740e-06	0.3225;0.6775	0.5967;0.4033	t|1e1.1o1|1e2.1o1	2	3	0;0	chr5	+	69094338-69103062;69100929-69103062	69093991-69094338;69100807-69100929;69102572-69103128		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A69103128-69093991
TRIM4	ENSG00000146833.16	ENSG00000146833.16:s:99903218-99903315	0.4281;-0.4281	9.920e-01;9.920e-01	3.990e-07;3.990e-07	0.1429;0.8571	0.5728;0.4272	s|1e1.1o1|1e2.1o1	2	3	0;0	chr7	-	99902174-99903218;99892746-99903218	99890403-99892746;99901166-99902174;99903218-99903315		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A99903315-99890403
HDAC8	ENSG00000147099.21	ENSG00000147099.21:s:72567889-72568030	0.3584;0.0009;-0.3293;-0.0059	9.783e-01;5.848e-08;9.331e-01;6.340e-06	3.253e-07;3.524e-03;1.694e-06;1.104e-03	0.0395;0.0044;0.9167;0.0395	0.4068;0.0185;0.5712;0.0037	s|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o2	4	5	0;0;0;0	chrX	-	72567796-72567889;72562474-72567889;72495268-72567889;72464731-72567889	72464668-72464731;72495194-72495268;72562220-72562474;72567582-72567796;72567889-72568030		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A72568030-72464668
MBNL1	ENSG00000152601.18	ENSG00000152601.18:s:152300194-152300367	0.2111;-0.2111	5.668e-01;5.668e-01	5.380e-06;5.381e-06	0.1371;0.8629	0.3690;0.6310	s|1e1.1o1|1e2.1o2	2	3	0;0	chr3	+	152300367-152301919;152300367-152414941	152300194-152300367;152301919-152302449;152414941-152415111		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A152415111-152300194
ADGRA3	ENSG00000152990.14	ENSG00000152990.14:s:22401431-22401554	0.2311;-0.2311	6.935e-01;6.935e-01	8.655e-07;8.656e-07	0.0838;0.9162	0.3310;0.6690	s|1e1.1o1|1e2.2o2	2	3	1;0	chr4	-	22398138-22401431;22392690-22401431	na-22398138;22392545-22394868;22401431-22401554		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A22401554-22392545
ACSS1	ENSG00000154930.15	ENSG00000154930.15:s:25048085-25048181	0.3397;0.0802;-0.4573	9.949e-01;2.206e-06;1.000e+00	1.685e-10;4.472e-05;1.377e-14	0.1783;0.0017;0.8202	0.5165;0.1104;0.3769	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;1;0	chr20	-	25046872-25048085;25046859-25048085;25030958-25048085	25030759-25030958;25045938-25046872;25048085-25048181		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A25048181-25030759
MRAS	ENSG00000158186.13	ENSG00000158186.13:t:138372866-138373076	0.1960;-0.2472;0.0153;0.0077	4.780e-01;7.436e-01;7.531e-05;7.358e-09	4.544e-06;2.775e-06;3.291e-04;5.274e-03	0.1214;0.7390;0.1133;0.0257	0.3318;0.4747;0.1455;0.0467	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr3	+	138348325-138372866;138348767-138372866;138349032-138372866;138349379-138372866	138347648-138348325;138348579-138348767;138348850-138349032;138349146-138349379;138372866-138373076		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A138373076-138347648
TMEM234	ENSG00000160055.20	ENSG00000160055.20:s:32221131-32221197	0.2180;-0.2180	6.400e-01;6.400e-01	3.548e-07;3.548e-07	0.0196;0.9804	0.2522;0.7478	s|1e1.1o1|1e2.2o2	2	3	0;0	chr1	-	32217577-32221131;32217351-32221131	32217259-32217427;32217437-32217577;32221131-32221197		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A32221197-32217259
GPSM1	ENSG00000160360.13	ENSG00000160360.13:t:136355530-136355846	0.2065;0.0196;-0.2666	5.365e-01;5.011e-04;7.883e-01	1.556e-05;2.607e-04;3.811e-06	0.5725;0.0555;0.3718	0.8230;0.0961;0.0809	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr9	+	136349763-136355690;136353155-136355690;136355022-136355690	136349587-136349763;136353057-136353155;136354808-136355022;136355530-136355846		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A136355846-136349587
C1orf52	ENSG00000162642.14	ENSG00000162642.14:s:85259358-85259672	0.3273;-0.3273	9.766e-01;9.766e-01	2.380e-08;2.381e-08	0.2929;0.7071	0.6248;0.3752	s|1e1.1o1|1e2.1o1	2	3	0;0	chr1	-	85259061-85259358;85258722-85259358	85258524-85258722;85258935-85259061;85259358-85259672		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A85259672-85258524
C1orf52	ENSG00000162642.14	ENSG00000162642.14:t:85258524-85258722	-0.2462;0.2462	7.538e-01;7.538e-01	1.993e-06;1.992e-06	0.7247;0.2753	0.4608;0.5392	t|1e1.1o1|1e2.1o1	2	3	0;0	chr1	-	85258722-85259358;85258722-85258935	85258524-85258722;85258935-85259061;85259358-85259672		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A85259672-85258524
BROX	ENSG00000162819.12	ENSG00000162819.12:s:222712553-222712942	0.3355;-0.3355	9.540e-01;9.540e-01	4.862e-07;4.863e-07	0.6212;0.3788	0.9730;0.0270	s|1e1.1o1|1e2.1o1	2	3	0;0	chr1	+	222712942-222713588;222712942-222715684	222712553-222712942;222713588-222713985;222715684-222715800		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A222715800-222712553
MVB12A	ENSG00000141971.13	ENSG00000141971.13:s:17406077-17406296	0.0215;-0.2095;0.1691	3.616e-03;5.608e-01;3.041e-01	1.684e-04;6.646e-06;7.156e-06	0.4052;0.5056;0.0897	0.4558;0.2750;0.2744	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr19	+	17406296-17413097;17406296-17420313;17406296-17423498	17406077-17406296;17413097-17413104;17420313-17420411;17423498-17423617		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A17423617-17406077
PNRC1	ENSG00000146278.11	ENSG00000146278.11:t:89083753-89085160	0.3976;-0.3976	9.999e-01;9.999e-01	2.424e-14;3.453e-14	0.5814;0.4186	0.9820;0.0180	t|1e1.2o2|1e2.1o1	2	3	0;0	chr6	+	89081434-89083753;89082735-89083753	89080751-89081434;89081836-89082735;89083753-89085160		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A89085160-89080751
